,JAHR,KT,Status,Inst,Adr,Ort,Typ,Notfalldienst,Infrastruktur1,Infrastruktur2,Infrastruktur3,Infrastruktur4,RWStatus,Akt,SL,WB,AnzStand,SA,RForm,LA,AmbKonsT,Ptage,PtageStatT,PtageStatMST,Aust,AustStatT,AustStatMST,Neug,NeugStatT,NeugStatMST,pAkutPT,Ops,Gebs,CMIb,CMIn,pAuPat,pPatWAU,pAkPat,pPatWAK,pZusVers,pPatLKP,pPatHOK,TeilsP,Leist,FMHKat,PersA,PersAWB,PersP,PersMT,PersS,PersT,StdBelA,StdBelP,PersAFall,PersPFall,PersMTFall,PersSFall,PersTFall,PersAFallMS,PersPFallMS,PersMTFallMS,PersTFallMS,AnzBelA,AnzBelP (nur ab KZP2010),pMRI_AMB,pMRI_STAT,pCT_AMB,pCT_STAT,pANGIO_AMB,pANGIO_STAT,pDIA_AMB,pDIA_STAT,AwBesold,AwInvest,AwSonst,AwT,EtMedL,EtSonst,EtSubv,EtDef,FiErg,EtAmb,AmbKonsA,PtageStatA,PtageStatMSA,AustStatA,AustStatMSA,Betten,BettenStatA,DAD,DADakut,DADStatA,DADStatMSA,DADlong,pBettenBel,pBettenBelStatA,KostAmbA,KostOKPAmbA,KostStatA,KostKVGStatA,AnlKVGStatA,KostZvOKPStatA,AnlZvOKPStatA,KostLangA,AuftragLFA,KostAWLFA,KostWBLFA,KostForLFA,ErlAmbStatLangA,ErlAmbA,ErlOKPAmbA,ErlStatA,ErlKVGStatA,ErlKVGStatVA,ErlZvOKPStatA,ErlZvOKPStatVA,ErlLangA,AmbKonsP,PtageStatP,PtageStatMSP,AustStatP,AustStatMSP,BettenStatP,DADStatP,DADStatMSP,pBettenBelStatP,KostAmbP,KostOKPAmbP,KostStatP,KostKVGStatP,AnlKVGStatP,KostZvOKPStatP,AnlZvOKPStatP,KostLangP,AuftragLFP,KostAWLFP,KostWBLFP,KostForLFP,ErlAmbStatLangP,ErlAmbP,ErlOKPAmbP,ErlStatP,ErlKVGStatP,ErlKVGStatVP,ErlZvOKPStatP,ErlZvOKPStatVP,ErlLangP,AmbKonsR,PtageStatR,PtageStatMSR,AustStatR,AustStatMSR,BettenStatR,DADStatR,DADStatMSR,pBettenBelStatR,KostAmbR,KostOKPAmbR,KostStatR,KostKVGStatR,AnlKVGStatR,KostZvOKPStatR,AnlZvOKPStatR,KostLangR,AuftragLFR,KostAWLFR,KostWBLFR,KostForLFR,ErlAmbStatLangR,ErlAmbR,ErlOKPAmbR,ErlStatR,ErlKVGStatR,ErlKVGStatVR,ErlZvOKPStatR,ErlZvOKPStatVR,ErlLangR,AmbKonsB,PtageStatB,PtageStatMSB,AustStatB,AustStatMSB,BettenStatB,DADStatB,DADStatMSB,pBettenBelStatB,KostAmbB,KostOKPAmbB,KostStatB,KostKVGStatB,AnlKVGStatB,KostZvOKPStatB,AnlZvOKPStatB,KostLangB,AuftragLFB,KostAWLFB,KostWBLFB,KostForLFB,ErlAmbStatLangB,ErlAmbB,ErlOKPAmbB,ErlStatB,ErlKVGStatB,ErlKVGStatVB,ErlZvOKPStatB,ErlZvOKPStatVB,ErlLangB,PTageLang,AustLang,KostLangT
931,2011,AG,,Gesundheitszentrum Fricktal,Riburgerstrasse 12,4310 Rheinfelden,K122,,,,,,oeff,A,NF,"MSt, Arzt, BGs",2.0,"MRI, CT",,,,,36025.0,,,7131.0,,,371.0,,,6.0,3.0,0.776,0.758,,4.405,,5.5158,,22.117,91.0059,,,,62.92,,234.07,60.08,,475.22,,,0.88,3.28,0.84,,6.66,,,,,25.0,0.0,,,,,,,,,52814830.0,3871041.0,15703317.0,72389188.0,44151113.0,2805775.0,25462700.0,,30401.0,,,36025.0,,7131.0,,,139.0,,,5.1,,,,71.0,14988401.0,10397050.0,55903920.0,34971675.0,0.0,8337983.0,0.0,0.0,0.0,,,,,13434861.0,9187982.0,57783371.0,15269671.0,98.1,3752687.0,97.7,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,
932,2011,AG,,Kreisspital für das Freiamt,Spitalstrasse 144,5630 Muri AG,K122,,,,,,oeff,A,NF,"MSt, Arzt, BGs",1.0,"MRI, CT",,,,,30503.0,,,6553.0,,,576.0,,,4.0,2.0,0.775,0.764,,0.2781,,4.908,,16.3098,91.129,,,,54.5,,193.66,41.5,,386.78,,,0.83,2.96,0.63,,5.9,,,,,15.0,0.0,,,,,,,,,43495120.0,3646454.0,23680003.0,70844421.0,64636059.0,3764848.0,1962666.0,,84971.0,,,30503.0,,6553.0,,,116.0,,,4.7,,,,72.0,13522562.0,11770158.0,55153849.0,39281336.0,3435123.0,10435209.0,1080752.0,0.0,0.0,,,,,12188066.0,10632085.0,53046246.0,35492674.0,46.7,7650201.0,56.3,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,
933,2011,AG,,Spital Zofingen AG,Mühlethalstrasse 27,4800 Zofingen,K122,,,,,,oeff,A,"NF, IPS","MSt, Arzt, BGs",1.0,"MRI, CT",,,,,24978.0,,,5160.0,,,97.0,,,4.0,2.0,0.879,0.866,,0.5763,,12.9922,,15.938,89.8847,,,,41.83,,147.31,61.69,,343.19,,,0.81,2.85,1.2,,6.65,,,,,16.0,0.0,,,,,,,,,29544057.0,1328740.0,21386109.0,52258906.0,48494596.0,1145606.0,1934454.0,,-1368500.0,,,24978.0,,5160.0,,,80.0,,,4.8,,,,85.5,14530985.0,12350027.0,37727921.0,26807004.0,152896.0,8489404.0,80094.0,0.0,0.0,,,,,11764801.0,9841392.0,39125605.0,31022244.0,53.5,3551237.0,49.7,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,
934,2011,AG,,Asana Gruppe AG Spital Menziken,Spitalstrasse 1,5737 Menziken,K123,,,,,,oeff,A,NF,"MSt, BGs",1.0,,,,,,16321.0,,,3484.0,,,183.0,,,3.0,2.0,0.754,0.742,,0.243,,5.3871,,12.8004,87.9017,,,,24.13,,73.65,26.93,,204.93,,,0.69,2.11,0.77,,5.88,,,,,13.0,0.0,,,,,,,,,17525462.0,1805333.0,10481318.0,29812113.0,29639395.0,409014.0,0.0,,236296.0,,,16321.0,,3484.0,,,57.0,,,4.7,,,,78.4,4483738.0,4483738.0,28204618.0,20786112.0,2989670.0,0.0,0.0,0.0,0.0,,,,,3129958.0,3111235.0,26490708.0,19203986.0,55.4,1419559.0,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,
935,2011,AG,,Asana Gruppe AG Spital Leuggern,Kommendeweg,5316 Leuggern,K123,,,,,,oeff,A,NF,"MSt, Arzt, BGs",1.0,,,,,,12738.0,,,3299.0,,,517.0,,,2.0,2.0,0.718,0.696,,5.4588,,2.942,,14.8167,89.6023,,,,13.02,,82.05,9.3,,148.75,,,0.39,2.49,0.28,,4.51,,,,,48.0,4.0,,,,,,,,,13684323.0,2015132.0,11522219.0,27221674.0,29307201.0,423330.0,0.0,,2508856.0,,,12738.0,,3299.0,,,45.0,,,3.9,,,,77.6,4614744.0,0.0,24640468.0,18273508.0,2611645.0,0.0,0.0,0.0,0.0,,,,,3797997.0,0.0,25627094.0,16470728.0,51.4,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,
936,2011,AG,,Psychiatrische Dienste Aargau AG _ Psychiatrischer Dienst Königsfelden (PKF),,5200 Brugg AG,K211,,,,,,oeff,P,NF,"MSt, Arzt, BGs",1.0,,,,,,112446.0,,,2472.0,,,0.0,,,0.0,0.0,,,,0.7684,,3.0236,,5.3055,98.6096,,,,56.66,,232.94,34.9,,584.45,,,2.29,9.42,1.41,,23.64,,,,,0.0,0.0,,,,,,,,,61268442.0,12865749.0,23226320.0,97360511.0,67849370.0,4539141.0,17075424.0,,355138.0,,,0.0,,0.0,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,112446.0,,2472.0,,320.0,45.5,,96.3,4632982.0,4396450.0,76822243.0,68181058.0,0.0,4697205.0,0.0,0.0,2886500.0,,,,,3968232.0,2179290.0,85495703.0,54327051.0,46.0,5197141.0,46.0,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,
937,2011,AG,,Schützen Rheinfelden AG Klinik & Ambulatorium,Bahnhofstrasse 19,4310 Rheinfelden,K212,,,,,,priv,P,,"Arzt, BGs",1.0,,,,,,29917.0,,,672.0,,,0.0,,,0.0,0.0,,,,2.9255,,56.8493,,41.0904,99.4681,,,,20.57,,50.5,30.31,,116.48,,,3.06,7.51,4.51,,17.33,,,,,0.0,0.0,,,,,,,,,13597964.0,4458628.0,4243547.0,24293822.0,25813768.0,233845.0,0.0,,1886809.0,,,0.0,,0.0,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,29917.0,,672.0,,82.0,44.5,,100.0,4320731.0,0.0,19973091.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4729162.0,0.0,21318451.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,
938,2011,AG,,RehaClinic Zurzach,Quellenstrasse 34,5330 Bad Zurzach,K221,,,,,,priv,R,,"MSt, Arzt, BGs",3.0,,,,,,76574.0,,,3283.0,,,0.0,,,0.0,0.0,,,,1.0411,,76.3589,,32.0995,95.6044,,,,29.16,,118.78,109.81,,382.7,,,0.89,3.62,3.34,,11.66,,,,,5.0,0.0,,,,,,,,,38353953.0,7587263.0,12619775.0,58560991.0,57507873.0,2820329.0,0.0,,2813496.0,,,0.0,,0.0,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,76574.0,,3283.0,,236.0,23.3,,88.9,4748889.0,4117482.0,47666703.0,30338133.0,3365218.0,13468734.0,1494002.0,0.0,413383.0,,,,,5838067.0,5239145.0,49006426.0,29007892.0,100.0,12878170.0,100.0,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,
939,2011,AG,,Rehaklinik Bellikon,Mutschellenstrasse 2,5454 Bellikon,K221,,,,,,oeff,R,,"Arzt, BGs",1.0,,,,,,70059.0,,,1527.0,,,0.0,,,0.0,0.0,,,,6.5064,,83.5737,,10.2579,17.7608,,,,48.67,,111.08,123.32,,468.8,,,3.19,7.27,8.08,,30.7,,,,,0.0,0.0,,,,,,,,,46302911.0,9888452.0,12161533.0,69371369.0,66309767.0,2403800.0,0.0,,160262.0,,,0.0,,0.0,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,70059.0,,1527.0,,205.0,45.9,,93.6,10395738.0,1016714.0,50019291.0,9862599.0,629214.0,6916553.0,451273.0,0.0,0.0,,,,,8558313.0,446578.0,58307974.0,8052542.0,100.0,10540541.0,100.0,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,
940,2011,AG,,Reha Rheinfelden,Salinenstrasse 98,4310 Rheinfelden,K221,,,,,,priv,R,,"MSt, Arzt, BGs",1.0,,,,,,55736.0,,,1978.0,,,0.0,,,0.0,0.0,,,,1.9211,,60.2062,,35.1365,93.8827,,,,21.48,,94.46,115.09,,366.09,,,1.09,4.78,5.82,,18.51,,,,,0.0,0.0,,,,,,,,,34820602.0,3408337.0,8751691.0,47955741.0,45836004.0,1837762.0,0.0,,311679.0,,,0.0,,0.0,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,55736.0,,1978.0,,173.0,28.2,,88.3,6231473.0,0.0,41902143.0,24963321.0,2740200.0,12897791.0,1443338.0,0.0,0.0,,,,,4116278.0,0.0,41966323.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,
941,2011,AG,,"aarReha Schinznach Rehabilitation, Rheumatologie",Badstrasse 55,5116 Schinznach Bad,K221,,,,,,priv,R,,"Arzt, BGs",1.0,,,,,,31487.0,,,1500.0,,,0.0,,,0.0,0.0,,,,0.194,,38.8205,,32.9884,95.925,,,,13.94,,32.81,33.8,,140.6,,,0.93,2.19,2.25,,9.37,,,,,0.0,0.0,,,,,,,,,12657262.0,726012.0,3680077.0,17545603.0,16177473.0,417825.0,452294.0,,-452294.0,,,0.0,,0.0,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,31487.0,,1500.0,,96.0,21.0,,89.9,1774387.0,1665399.0,16664252.0,10783448.0,1533724.0,5512019.0,772553.0,0.0,0.0,,,,,1644857.0,1544365.0,14335353.0,8173985.0,100.0,5719586.0,100.0,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,
942,2011,AG,,Bad Schinznach AG Privat_Klinik Im Park,Badstrasse 50,5116 Schinznach Bad,K221,,,,,,priv,R,,,1.0,,,,,,17724.0,,,763.0,,,0.0,,,0.0,0.0,,,,0.1244,,65.878,,86.0697,100.0,,,,4.6,,24.15,28.62,,108.57,,,0.6,3.17,3.75,,14.23,,,,,0.0,0.0,,,,,,,,,10292385.0,1592035.0,3402917.0,15287337.0,16087705.0,35195.0,0.0,,835563.0,,,0.0,,0.0,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,17724.0,,763.0,,56.3,23.2,,86.2,991085.0,991085.0,14296252.0,1897649.0,166420.0,11888348.0,1047191.0,0.0,0.0,,,,,1205723.0,1205723.0,14917177.0,1519881.0,100.0,12688468.0,100.0,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,
943,2011,AG,,Privatklinik SALINA Salina Medizin AG,Roberstenstrasse 31,4310 Rheinfelden,K221,,,,,,priv,R,,,1.0,,,,,,7449.0,,,406.0,,,0.0,,,0.0,0.0,,,,0.2309,,87.7315,,45.9584,100.0,,,,5.74,,17.27,28.56,,60.87,,,1.41,4.25,7.03,,14.99,,,,,1.0,1.0,,,,,,,,,6469472.0,1388838.0,3118037.0,10976347.0,10362573.0,498633.0,115141.0,,-115141.0,,,0.0,,0.0,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,7449.0,,406.0,,26.5,18.3,,77.1,6440033.0,6392718.0,4660098.0,497668.0,6468.0,4083578.0,58184.0,0.0,0.0,,,,,5738790.0,5388129.0,5159627.0,383226.0,100.0,4632644.0,100.0,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,
944,2011,AG,,Klinik Villa im Park AG,Bernstrasse 84,4852 Rothrist,K232,,,,,,priv,A,,BGs,1.0,,,,,,8480.0,,,2519.0,,,736.0,,,2.0,2.0,0.652,0.619,,0.0915,,57.7405,,16.7175,89.1397,,,,0.0,,44.7,9.9,,81.51,,,0.0,1.77,0.39,,3.24,,,,,62.0,10.0,,,,,,,,,7345632.0,1072043.0,5020096.0,13437771.0,13098474.0,214910.0,2500.0,,-117567.0,,,8480.0,,2519.0,,,32.0,,,3.4,,,,72.6,228133.0,0.0,12956831.0,8924748.0,0.0,2858801.0,0.0,0.0,0.0,,,,,234903.0,0.0,12439617.0,7439252.0,100.0,1985910.0,100.0,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,
945,2011,AG,,Geburtshus Storchenäscht AG,Bahnhofstrasse 11,5600 Lenzburg,K232,,,,,,priv,B,,,1.0,,,,,,567.0,,,126.0,,,126.0,,,0.0,2.0,0.437,0.531,,0.0,,5.6,,2.0,100.0,,,,0.0,,3.25,0.0,,17.35,,,0.0,2.58,0.0,,13.77,,,,,0.0,3.0,,,,,,,,,366911.0,90395.0,138546.0,603220.0,613037.0,52976.0,0.0,,63393.0,,,0.0,,0.0,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,567.0,,126.0,,1.6,4.5,,94.5,0.0,0.0,603222.0,603222.0,88818.0,0.0,0.0,0.0,0.0,,,,,216679.0,0.0,449334.0,396900.0,100.0,0.0,,0.0,,,
946,2011,AG,,Klinik Barmelweid AG,,5017 Barmelweid,K235,,,,,,oeff,"A, P, R",,"MSt, Arzt, BGs",1.0,,,,,,44974.0,,,2249.0,,,0.0,,,0.0,0.0,,,,0.3387,,33.39,,24.6401,90.7705,,,,30.29,,99.39,48.11,,218.22,,,1.35,4.42,2.14,,9.7,,,,,7.0,0.0,,,,,,,,,22594953.0,923070.0,15019295.0,38591349.0,37989881.0,655499.0,0.0,,54031.0,,,1838.0,,457.0,,,7.0,,,4.0,,,,71.9,1433766.0,1433766.0,3575221.0,2512938.0,50741.0,771813.0,17196.0,0.0,0.0,,,,,1257921.0,1257921.0,3120924.0,2150422.0,62.5,645317.0,62.7,0.0,,14796.0,,352.0,,41.0,42.0,,98.9,745284.0,707088.0,10603385.0,7720411.0,159899.0,2217354.0,45250.0,0.0,0.0,,,,,719339.0,687977.0,10842061.0,7216331.0,54.6,2071873.0,54.6,0.0,,28340.0,,1440.0,,82.0,19.7,,94.7,99442.0,99442.0,21381243.0,14528646.0,298766.0,6684920.0,133061.0,0.0,0.0,,,,,104632.0,104632.0,21964980.0,13033627.0,67.4,6177937.0,67.6,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,
947,2011,AG,,Von Effinger_Stiftung Klinik im Hasel für Suchtkranke,Hasel 837,5728 Gontenschwil,K235,,,,,,oeff,P,,Arzt,1.0,,,,,,15780.0,,,106.0,,,0.0,,,0.0,0.0,,,,0.0,,39.4558,,0.0,89.1156,,,,2.01,,3.97,14.49,,33.53,,,1.9,3.75,13.67,,31.63,,,,,0.0,0.0,,,,,,,,,3704455.0,234208.0,1143073.0,5081736.0,4981964.0,92286.0,9698.0,,2212.0,,,0.0,,0.0,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,15780.0,,106.0,,45.0,148.9,,96.1,0.0,0.0,5170888.0,5128693.0,291300.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,4996608.0,4966364.0,38.8,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,
948,2011,AG,,Klinik für Suchtmedizin KSM Drogenentzug / Übergang / Krisenintervention,Zürcherstrasse 52,5432 Neuenhof,K235,,,,,,priv,P,,"Arzt, BGs",1.0,,,,,,3076.0,,,161.0,,,0.0,,,0.0,0.0,,,,0.0,,12.9032,,0.0,100.0,,,,0.3,,3.96,5.3,,11.45,,,0.19,2.46,3.29,,7.11,,,,,0.0,0.0,,,,,,,,,1199715.0,81086.0,308213.0,1589014.0,1262870.0,15.0,341678.0,,15549.0,,,0.0,,0.0,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,3076.0,,161.0,,10.0,19.1,,84.3,0.0,0.0,1620431.0,1620431.0,112500.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1604563.0,1262870.0,40.2,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,
949,2011,AG,,Klinik für Schlafmedizin,Badstrasse 33,5330 Bad Zurzach,K235,,,,,,priv,A,,,1.0,,,,,,1470.0,,,138.0,,,0.0,,,0.0,0.0,,,,6.5693,,71.875,,65.6934,100.0,,,,2.2,,6.97,4.38,,18.42,,,1.59,5.05,3.17,,13.35,,,,,0.0,0.0,,,,,,,,,2888866.0,427402.0,1082172.0,4398440.0,4435276.0,77129.0,0.0,,154828.0,,,1470.0,,138.0,,,10.0,,,10.7,,,,40.3,2848246.0,2848246.0,1424123.0,108803.0,10240.0,979227.0,92160.0,0.0,0.0,,,,,3182424.0,3110511.0,1329981.0,121348.0,100.0,1092137.0,100.0,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,
